id,quality
5691,7
3011,7
6053,7
4331,6
5723,6
1847,6
4021,5
4493,7
2065,4
1265,6
5187,5
2181,5
917,6
4699,6
284,6
1980,6
3045,5
3627,6
1999,6
6071,7
525,7
4814,6
1941,5
4813,7
5978,5
4685,5
1447,5
1717,5
4188,6
3385,5
2699,5
1889,7
3467,6
6004,5
2803,5
1141,6
2374,6
3082,5
3656,5
1001,7
4429,5
2262,7
6256,5
4200,6
2347,7
5935,6
3732,7
1619,5
6210,5
5011,8
4336,7
2257,6
2325,7
3563,6
2675,6
952,6
6284,5
312,6
2526,5
2529,6
4857,6
4578,7
5007,5
103,5
1154,5
122,6
4862,6
5299,6
5508,6
6224,7
2763,6
6339,6
595,5
424,5
233,6
6316,5
5756,5
1868,6
229,5
2500,5
4523,6
1776,5
2579,7
5712,5
3763,7
2635,5
6306,5
3574,5
3345,6
2229,5
293,7
4794,6
2723,6
1587,3
5806,6
5131,5
4321,5
5877,7
1032,7
3745,6
4508,6
5548,5
6338,6
5882,5
739,6
5043,5
1610,6
3352,6
3488,5
1245,6
5792,5
3541,7
1537,6
3188,6
6308,5
3688,5
1659,5
5493,6
4770,6
1106,7
195,6
3128,6
5985,6
5573,5
4544,7
1178,5
3351,7
3199,7
1039,7
4908,5
391,5
3314,6
2712,6
5024,5
4326,5
5602,6
643,5
1011,7
3507,6
5765,6
1560,5
4430,6
4420,7
1368,6
993,6
4741,7
123,5
2597,5
1794,6
2203,7
1579,5
2750,5
6223,6
4273,6
3554,5
4159,7
1504,6
3153,5
3086,6
616,5
1103,7
710,7
2812,6
3844,5
303,5
6300,5
289,5
6081,5
2009,5
76,5
2677,7
3569,7
5398,5
1567,5
2431,5
2375,5
3879,6
4323,7
2706,5
757,7
4091,5
1729,5
1700,6
4510,6
4141,4
4262,6
410,6
5801,5
5079,7
170,6
2264,5
983,6
3594,5
1593,7
732,6
394,6
1785,7
1200,5
5217,6
4488,6
3572,8
1029,6
184,6
5139,6
2064,5
4979,5
6126,6
1137,6
5002,5
2317,6
3081,6
459,6
1159,7
4865,5
4383,6
2777,6
2697,5
3229,5
2293,5
3800,6
1809,5
262,6
892,6
6325,5
2419,6
2876,6
165,5
5243,8
5706,5
1744,6
4832,5
306,5
5855,6
4195,7
3146,5
1738,6
4933,5
1620,5
6082,6
10,6
1670,6
3907,5
5083,6
6313,5
1477,5
5815,5
1778,6
140,6
230,5
5212,5
6443,6
3195,6
1694,5
5574,6
4161,7
4426,4
3748,4
4593,6
1685,5
5798,6
561,5
1316,7
2160,7
2891,5
4976,5
3576,5
400,6
5165,6
966,5
512,6
2240,7
1544,6
1819,5
3841,6
577,7
4592,7
4707,6
3073,5
2173,6
2102,6
4390,6
6278,6
153,5
23,5
3528,5
6364,6
4367,5
2117,6
1208,5
1873,7
5420,6
5092,5
5063,6
1430,5
3707,6
1314,6
1110,7
3946,5
984,6
1231,6
1934,7
4657,5
1796,5
5190,7
3311,6
848,5
6369,6
1990,7
3916,6
709,7
3178,6
2128,5
4524,7
5618,6
4509,6
4362,5
5143,5
1805,7
3175,5
4355,6
311,6
5676,7
1633,7
296,6
5294,5
124,6
5515,5
1931,6
4070,7
6334,6
373,5
5741,5
1634,6
979,7
4183,6
926,6
2116,6
5016,6
2263,5
2202,6
1939,5
885,5
647,6
6375,5
2053,6
5890,7
3063,6
4885,5
1828,6
981,5
6106,5
3764,5
826,5
565,7
665,5
2154,5
3561,5
2060,6
5646,5
3032,5
3917,6
423,6
5578,5
51,7
5449,6
3619,6
6428,7
5975,6
3254,6
6011,6
3233,5
2269,5
5429,7
4562,7
4487,6
4557,6
29,7
4618,5
776,5
2570,6
1488,5
6287,6
5328,5
5661,6
4978,7
466,5
5807,5
5059,6
5470,5
4205,4
40,3
1091,5
1043,7
644,6
3782,5
34,6
2400,5
3463,5
5604,5
6470,7
4047,5
1699,5
1050,6
5685,6
1166,5
95,7
5679,5
725,6
6389,6
4139,5
6016,7
5840,5
4264,6
4619,5
3477,6
5267,6
819,5
2688,5
2444,7
3133,6
1480,6
2832,6
507,5
4368,6
727,8
3959,6
4913,5
6165,6
4281,5
942,5
3987,6
3465,7
4919,7
2609,7
3235,5
4123,6
1184,6
705,5
799,5
759,7
4369,5
5057,5
2310,6
5481,5
4646,6
4697,7
5237,7
1431,6
903,7
4044,5
2604,5
3540,5
567,6
5488,6
946,6
